source_key,pmid,source_type,reuse_category,license_status,priority,notes
pubmed_discovery_42117503,42117503,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Aptamer-Loaded Cubosome Lipid Nanoparticles for the Treatment of Tuberculosis.
pubmed_discovery_42112626,42112626,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=2; Pulmonary delivery of gene-loaded lipid nanoparticles for targeting TGF-β signaling in idiopathic pulmonary fibrosis.
pubmed_discovery_42111825,42111825,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; A biomimetic membrane platform for predictive screening and rational engineering of endosomally escaped lipid nanoparticle-CpG oligodeoxynucleotides delivery systems.
pubmed_discovery_42108770,42108770,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,oligo_prediction_benchmark_2023_2026; score=2; Quercetin Attenuates Cytokine Storm in Viral Pneumonia via Inhibition of the TLR3-NF-κB-IL-6 Signaling Axis.
pubmed_discovery_42104082,42104082,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Double-coated PLGA nanoparticles with hierarchical surface architecture for CD44-targeted siRNA delivery.
pubmed_discovery_42097228,42097228,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=2; In vivo genetic circuit drives systemic PARP1 siRNA assembly into small extracellular vesicles for BRCA2-deficient breast cancer therapy.
pubmed_discovery_42083118,42083118,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,oligo_prediction_benchmark_2023_2026; score=2; Optimizing Oligonucleotide Therapeutics: A Model-Informed Drug Development Perspective.
pubmed_discovery_42072644,42072644,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Graphene Oxide-Antisense miR-21 Nanosystem Modulates Gene Expression and Suppresses Tumorigenesis in HepG2-Derived CAM Xenografts.
pubmed_discovery_42067084,42067084,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_transcriptome_2023_2026; score=2; ROS-responsive phenylboronic acid-modified hyaluronic acid-loaded TA-siRNA nanogels accelerate diabetic wound healing.
pubmed_discovery_42063179,42063179,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,"oligo_prediction_benchmark_2023_2026; score=2; A novel antisense lncRNA, LPCRL, functions as a molecular scaffold for the USP15/MIB1 complex to promote primary cisplatin resistance and tumor progression in lung squamous cell carcinoma."
pubmed_discovery_42060243,42060243,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Recent Developments in Lipid Nanoparticle-Mediated Delivery of Biotherapeutics and Gene Therapy Across the Blood-Brain Barrier.
pubmed_discovery_42044042,42044042,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_transcriptome_2023_2026; score=2; The role of the uncharacterized gene TuPSEG in host plant adaptation of Tetranychus urticae (Trombidiformes: Tetranychidae) and its potential for RNA interference-based control.
pubmed_discovery_42040413,42040413,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_transcriptome_2023_2026; score=2; Molecular Dynamics Simulation-Assisted siRNA Design for Dual-Ubiquitinated SKP2 Silencing via Ago2 Anchoring in Breast Cancer.
pubmed_discovery_42036903,42036903,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"sirna_seed_transcriptome_2023_2026; score=2; Therapeutic siRNA: Mechanisms, challenges, strategies, and clinical translation."
pubmed_discovery_42028573,42028573,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Influenza B mosaic HA mRNA-LNP vaccines are cross-reactive and protective in mice.
pubmed_discovery_42006041,42006041,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; RNA-Micelles as Self-Assembling Structures for Efficient Co-Delivery of Synergistic siRNA and Nucleoside Analogues to Treat CRC Lung Metastasis.
pubmed_discovery_42005705,42005705,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Preparation and Antitumor Activity of METTL3 SiRNA Nanoparticles Carried by Hypoxia Sensitive Polymer (mPEG-Azo-PEI).
pubmed_discovery_42003109,42003109,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Spermine Lipid Assembled Nanoparticles for siRNA Delivery and Androgenetic Alopecia Therapy.
pubmed_discovery_42001054,42001054,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Turmeric-derived exosome-coated ZIF-8 nanoplatform for targeted delivery of TGF-β1 siRNA in the treatment of liver fibrosis.
pubmed_discovery_42000178,42000178,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Advances in lipids design for LNP-mediated DNA and RNA delivery.
pubmed_discovery_41997674,41997674,literature_discovery,derived_annotations_only,abstract_metadata_only,core,phosphorothioate_aso_safety_2024_2026; score=2; Therapeutic oligonucleotide (nusinersen) metabolism in cerebrospinal fluid samples of patients with spinal muscular atrophy based on liquid chromatography coupled with mass spectrometry data.
pubmed_discovery_41995194,41995194,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Synergic cancer chemo-immunotherapy comprising combined doxorubicin and siRNA targeting CD47 co-delivered by a bola-amphiphilic dendrimer.
pubmed_discovery_41994867,41994867,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sirna_clinical_safety_2023_2026; score=2; Development of a DUX4-targeting antibody oligonucleotide conjugate as a therapy for FSHD.
pubmed_discovery_41985596,41985596,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Mucus-penetrating lipid nanoparticles overcome lung barriers for pulmonary co-delivery of siGSDMD and pDNA-SAP in idiopathic pulmonary fibrosis.
pubmed_discovery_41970227,41970227,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Enhancing the delivery and stability of lipid nanoparticle-dsRNA formulations in the RNAi-recalcitrant fall armyworm (Spodoptera frugiperda).
pubmed_discovery_41965145,41965145,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,oligo_prediction_benchmark_2023_2026; score=2; In silico evaluation of DsiRNA-mediated targeting of arginase in Anopheles gambiae as a novel vector control strategy.
pubmed_discovery_41958534,41958534,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Controlling Payload Heterogeneity in Lipid Nanoparticles for RNA-Based Therapeutics.
pubmed_discovery_41955516,41955516,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,oligo_prediction_benchmark_2023_2026; score=2; Combating VEGFA-siRNA-Induced Metabolic Reprogramming via Glucose Utilization Deprivation.
pubmed_discovery_41950645,41950645,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Human blood-brain barrier tissue model to characterize lipid nanoparticle delivery and transport mechanisms.
pubmed_discovery_41949512,41949512,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=2; Efficacy of Tonlamarsen in Patients With Uncontrolled Hypertension: The KARDINAL Phase 2 Randomized Clinical Trial.
pubmed_discovery_41944781,41944781,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,oligo_prediction_benchmark_2023_2026; score=2; Emerging experimental and bioinformatic approaches in RNA interference-based pest control research.
pubmed_discovery_41931244,41931244,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,oligo_prediction_benchmark_2023_2026; score=2; HIF-1α siRNA Enhances the Efficacy of Erlotinib in Non-small Cell Lung Cancer: A Novel Strategy to Reverse Hypoxia-Induced Drug Resistance.
pubmed_discovery_41929569,41929569,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Dual-targeted approaches in cancer therapy: integrating siRNA and chemotherapy for improved outcomes.
pubmed_discovery_41924196,41924196,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Bibliometric trends and emerging frontiers in RNA interference research for mosquito control (2010-2025).
pubmed_discovery_41922680,41922680,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,oligo_prediction_benchmark_2023_2026; score=2; Co-delivery of cisplatin and Bmi1 siRNA via nanocapsules overcomes chemoresistance in ovarian cancer.
pubmed_discovery_41911333,41911333,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; β-Triketone-Based Ionizable Cationic Lipids Synthesized via Click Chemistry for siRNA Delivery.
pubmed_discovery_41905408,41905408,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Baiting-enhanced extravasation of lipid nanoparticles for targeted co-delivery of decitabine and siTNF-α to the bone marrow niche in leukemia therapy.
pubmed_discovery_41899235,41899235,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Overcoming Chemotherapy Resistance in Triple-Negative Breast Cancer with Nanocarrier-Delivered siRNA Therapeutics.
pubmed_discovery_41896658,41896658,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; The application of nanoparticle-mediated siRNA delivery systems in ovarian cancer.
pubmed_discovery_41884956,41884956,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Quantitative analysis of oligonucleotide delivery into isolated mitochondria: a proof-of-concept method.
pubmed_discovery_41865608,41865608,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,"lnp_oligo_delivery_safety_2023_2026; score=2; cRGD-modified, pH-sensitive liposomes for co-delivery of docetaxel and ABCG2 siRNA enhance therapeutic efficacy in triple-negative breast cancer."
pubmed_discovery_41865046,41865046,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Microfluidic process-property correlations of dsRNA lipid nanoparticle formulations.
pubmed_discovery_41864150,41864150,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; A Calixsalan-based ionizable lipid for macrophage-targeted Trem2 siRNA delivery attenuates atherosclerosis.
pubmed_discovery_41850405,41850405,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Caspase-1-targeting siRNA nanoparticles suppress pyroptosis to prevent force-induced root resorption.
pubmed_discovery_41841193,41841193,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Cytidinyl/Cationic Lipids-siRNA Delivery Silences MYC to Reprogram Macrophages and Circadian Rhythm for Cancer Treatment.
pubmed_discovery_41832731,41832731,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,"galnac_sirna_safety_2024_2026; score=2; The Computational Journey of siRNA Silencing Efficiency: Resources, Methods, and Future Directions."
pubmed_discovery_41800240,41800240,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=2; Metabolic Dysfunction-Associated Steatotic Liver Disease and Emerging Oligonucleotide Therapies.
pubmed_discovery_41779311,41779311,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sirna_clinical_safety_2023_2026; score=2; Nanoparticle based siRNA therapeutics for ovarian cancer overcoming drug resistance and future directions.
pubmed_discovery_41764711,41764711,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sirna_clinical_safety_2023_2026; score=2; Zilebesiran: an RNA interference agent-its need and potential to transform hypertension treatment.
pubmed_discovery_41736386,41736386,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=2; Enabling Large-Volume Injections in Hydrophilic Interaction Chromatography of Oligonucleotides Through In-Line Mixing.
pubmed_discovery_41707138,41707138,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sirna_clinical_safety_2023_2026; score=2; An Antibody-Oligonucleotide Conjugate for Myotonic Dystrophy Type 1.
pubmed_discovery_41625776,41625776,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sirna_clinical_safety_2023_2026; score=2; Recent advances in lipid nanoparticles for cancer vaccine delivery: Challenges and future perspectives.
pubmed_discovery_41624517,41624517,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026; score=2; Programmable lipid nanoparticles for RNA therapeutics: Design principles and clinical translation.
pubmed_discovery_41614678,41614678,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=2; Transient Cyclic Structured Oligonucleotide Designs for Therapeutic Applications.
pubmed_discovery_41612090,41612090,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_therapeutics_safety_2023_2026; score=2; Industry Practices in Oligonucleotide Tissue Biodistribution Assessment: An IQ consortium Cross-Industry Survey of Current Approaches and Emerging Trends.
pubmed_discovery_41611213,41611213,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_therapeutics_safety_2023_2026; score=2; Bifunctional Silk Nanospheres for Targeted Delivery of Oligonucleotide Therapeutics to VEGFR-Positive Cells in the Tumor Microenvironment.
